anime_id,watching,completed,on_hold,dropped,plan_to_watch,total,load_date,avg_score,favorites,anime_key
39354,2,45,8,35,62,152,2022-03-20,7.58,0,15257
39355,8458,48887,2351,2259,28204,90159,2022-03-20,7.58,206,15258
39358,5,64,8,38,123,238,2022-03-20,6.3,0,15260
39359,5,39,8,33,103,188,2022-03-20,6.3,0,15261
39363,28,425,19,46,313,831,2022-03-20,6.3,0,15265
39364,26,32,16,13,268,355,2022-03-20,7.39,0,15266
39367,2,17,3,30,34,86,2022-03-20,7.39,0,15267
39370,5,81,4,30,66,186,2022-03-20,7.39,0,15270
39371,6,46,7,32,52,143,2022-03-20,7.39,0,15271
39373,2,17,4,28,35,86,2022-03-20,7.39,0,15273
39374,4,37,8,37,75,161,2022-03-20,7.39,0,15274
39375,3,20,6,24,34,87,2022-03-20,7.39,0,15275
39376,5,32,5,28,46,116,2022-03-20,7.39,0,15276
39377,2,26,4,43,30,105,2022-03-20,7.39,0,15277
39380,429,5830,142,131,1925,8457,2022-03-20,7.39,27,15279
39381,1,15,6,39,30,91,2022-03-20,6.79,1,15280
39382,106,2791,53,73,2106,5129,2022-03-20,6.79,4,15281
39384,3,17,2,31,29,82,2022-03-20,6.88,0,15282
39388,7374,28947,3629,8310,26452,74712,2022-03-20,6.88,267,15284
39393,3,185,3,12,28,231,2022-03-20,5.72,0,15285
39394,3,203,3,10,28,247,2022-03-20,5.61,0,15286
39395,3,201,5,11,24,244,2022-03-20,5.69,0,15287
39396,4,211,3,7,30,255,2022-03-20,5.76,0,15288
39397,527,8670,169,180,3574,13120,2022-03-20,5.59,2,15289
39401,11,83,12,27,140,273,2022-03-20,5.43,2,15290
39403,2,10,3,31,23,69,2022-03-20,5.43,0,15291
39409,2,13,2,34,32,83,2022-03-20,5.43,0,15297
39410,39,51,18,47,131,286,2022-03-20,5.43,3,15298
39412,6,32,7,34,64,143,2022-03-20,5.43,0,15299
39413,9,102,5,44,95,255,2022-03-20,5.43,0,15300
39414,58,118,40,47,645,908,2022-03-20,5.43,0,15301
39415,75,588,25,65,440,1193,2022-03-20,5.43,1,15302
39416,94,836,51,57,860,1898,2022-03-20,6.18,1,15303
39419,188,548,56,119,907,1818,2022-03-20,7.03,8,15305
39421,1137,2276,365,656,4335,8769,2022-03-20,6.4,19,15306
39426,2,18,3,30,29,82,2022-03-20,6.72,0,15307
39427,1,10,3,31,32,77,2022-03-20,6.72,0,15308
39428,3,10,2,39,30,84,2022-03-20,6.72,0,15309
39429,96,761,75,64,1342,2338,2022-03-20,6.72,5,15310
39431,7,238,10,38,70,363,2022-03-20,5.98,0,15312
39435,3,28,4,37,67,139,2022-03-20,7.49,0,15313
39436,3,21,5,32,55,116,2022-03-20,7.49,0,15314
39449,121,138,4,14,91,368,2022-03-20,7.49,0,15316
39450,7,63,5,49,58,182,2022-03-20,7.49,0,15317
39452,26,2211,4,19,80,2340,2022-03-20,7.49,5,15319
39453,2,11,4,36,31,84,2022-03-20,6.6,0,15320
39455,3,40,3,38,30,114,2022-03-20,6.6,0,15322
39456,10908,76897,3526,9979,34248,135558,2022-03-20,6.6,208,15323
39461,0,0,0,0,0,0,2022-03-20,7.01,0,15325
39463,39628,208149,11837,26545,106984,393143,2022-03-20,7.01,1620,15326
39464,14,196,8,27,174,419,2022-03-20,5.29,0,15327
39465,21,302,12,29,309,673,2022-03-20,5.56,0,15328
39468,13317,137930,4102,5403,52397,213149,2022-03-20,8.01,1827,15330
39473,0,0,1,0,2225,2226,2022-03-20,5.34,4,15333
39474,0,0,0,0,183,183,2022-03-20,5.34,0,15334
39476,7,294,0,9,36,346,2022-03-20,5.34,0,15336
39477,1158,11561,595,491,12766,26571,2022-03-20,7.5,45,15337
39478,844,4209,505,573,10962,17093,2022-03-20,7.04,16,15338
39480,691,7445,320,180,5869,14505,2022-03-20,6.77,13,15340
39482,140,928,51,77,1352,2548,2022-03-20,5.73,1,15341
39486,4647,46010,1052,808,41204,93721,2022-03-20,9.05,3248,15342
39488,2,9,2,27,24,64,2022-03-20,6.09,0,15344
39489,0,0,0,0,6694,6694,2022-03-20,6.09,7,15345
39490,56,1100,9,28,332,1525,2022-03-20,6.09,2,15346
39498,9,212,3,44,51,319,2022-03-20,5.12,0,15349
39499,1,124,1,13,19,158,2022-03-20,5.52,0,15350
39500,2,149,0,9,26,186,2022-03-20,5.52,0,15351
39505,1,13,1,30,24,69,2022-03-20,6.54,0,15356
39506,2673,6249,883,1863,10153,21821,2022-03-20,6.54,37,15357
39511,39,2479,20,25,273,2836,2022-03-20,7.26,7,15359
39517,4,129,0,9,22,164,2022-03-20,5.79,0,15362
39518,0,0,0,0,5244,5244,2022-03-20,5.79,6,15363
39519,898,13439,267,1099,4918,20621,2022-03-20,5.79,21,15364
39523,16705,136068,4805,15661,39605,212844,2022-03-20,6.36,432,15365
39527,1192,4668,496,3436,7873,17665,2022-03-20,4.7,26,15366
39528,5,28,3,57,50,143,2022-03-20,5.95,0,15367
39529,23,290,13,54,469,849,2022-03-20,5.95,2,15368
39531,2190,14529,1024,2436,17977,38156,2022-03-20,7.0,81,15369
39533,23371,305343,7925,9277,99849,445765,2022-03-20,8.35,14318,15370
39534,44743,258297,19122,19442,120401,462005,2022-03-20,7.84,9525,15371
39535,93995,607329,9228,11087,153754,875393,2022-03-20,8.37,20000,15372
39536,4,114,2,14,46,180,2022-03-20,7.46,0,15373
39538,453,1038,192,72,2891,4646,2022-03-20,7.46,9,15374
39539,17688,70767,8517,17694,55736,170402,2022-03-20,6.86,249,15375
39540,3,56,2,17,47,125,2022-03-20,6.56,0,15376
39544,5,106,0,7,24,142,2022-03-20,6.56,0,15378
39545,1029,16914,391,274,16571,35179,2022-03-20,6.56,85,15379
39546,20,0,6,30,47,103,2022-03-20,8.39,0,15380
39547,47419,361845,12665,7473,150703,580105,2022-03-20,8.39,12074,15381
39551,70205,469951,6479,4368,143293,694296,2022-03-20,8.41,9174,15383
39555,3645,103604,945,841,20755,129790,2022-03-20,7.5,328,15384
39559,76,14,29,50,414,583,2022-03-20,5.99,1,15385
39560,4,161,2,8,32,207,2022-03-20,5.99,0,15386
39562,8,116,4,26,59,213,2022-03-20,5.85,0,15387
39564,10,178,2,32,55,277,2022-03-20,5.85,0,15329
43653,1,14,1,5,8,29,2022-03-20,8.04,0,17537
39565,6299,350738,1756,902,87050,446745,2022-03-20,8.04,1659,15388
39567,4409,15190,1857,6616,14821,42893,2022-03-20,6.05,31,15390
39568,5,336,2,17,45,405,2022-03-20,6.19,1,15391
39569,2975,37098,1091,383,45817,87364,2022-03-20,7.5,272,15392
39570,5132,79944,2042,1484,24723,113325,2022-03-20,8.0,718,15393
39572,121,239,51,72,836,1319,2022-03-20,6.43,2,15394
39574,1036,10980,396,698,6546,19656,2022-03-20,7.19,49,15395
43655,0,7,1,7,11,26,2022-03-20,7.82,0,17539
39575,27354,112154,12214,13394,80949,246065,2022-03-20,7.82,1386,15396
39576,4097,123430,1458,614,76211,205810,2022-03-20,7.24,296,15397
39581,109,474,40,215,339,1177,2022-03-20,6.04,3,15398
39583,4527,18629,1842,3912,21766,50676,2022-03-20,6.73,213,15400
39584,508,3763,173,300,12266,17010,2022-03-20,5.84,36,15401
39585,149,1790,90,95,6527,8651,2022-03-20,7.59,20,15402
39586,24195,82132,8394,5555,104320,224596,2022-03-20,7.33,507,15403
39589,213,193,89,89,1409,1993,2022-03-20,6.24,2,15406
39590,1996,7536,1104,4109,8546,23291,2022-03-20,6.55,55,15407
39592,886,9185,360,293,5342,16066,2022-03-20,8.1,75,15409
39605,588,6348,291,202,7648,15077,2022-03-20,6.67,5,15411
39606,425,12100,155,97,3753,16530,2022-03-20,6.89,3,15412
39607,1513,84047,365,442,11662,98029,2022-03-20,6.62,132,15413
39609,2856,10168,1020,2039,16558,32641,2022-03-20,6.78,82,15414
39611,29,39,22,50,128,268,2022-03-20,5.4,0,15416
39617,114482,335103,22458,103438,200621,776102,2022-03-20,5.4,4476,15418
39618,8,124,4,27,60,223,2022-03-20,7.7,0,15419
39619,249,4505,129,134,4646,9663,2022-03-20,7.7,41,15420
39620,175,1243,79,719,511,2727,2022-03-20,5.1,2,15421
39621,28,225,8,72,228,561,2022-03-20,5.85,0,15422
39622,518,2495,229,908,1598,5748,2022-03-20,5.48,13,15423
39623,9,741,4,19,59,832,2022-03-20,4.96,1,15424
39626,1,5,2,35,25,68,2022-03-20,7.16,0,15427
39629,71,104,14,49,297,535,2022-03-20,7.16,1,15430
39634,8,28,2,17,49,104,2022-03-20,7.16,0,15431
39635,15,31,6,95,80,227,2022-03-20,7.16,0,15432
39638,4176,9,862,172,5612,10831,2022-03-20,7.16,22,15433
39643,311,1029,138,164,1112,2754,2022-03-20,6.23,3,15434
39644,6,116,3,12,54,191,2022-03-20,7.62,0,15435
39651,990,59229,428,155,14368,75170,2022-03-20,7.62,53,15437
39652,1439,35338,503,645,13851,51776,2022-03-20,6.9,68,15438
39653,402,1,178,130,910,1621,2022-03-20,5.76,1,15439
39654,117,1289,46,119,787,2358,2022-03-20,6.3,0,15440
39659,92,1,68,53,311,525,2022-03-20,5.93,1,15442
39663,25,57,10,54,311,457,2022-03-20,5.93,0,15443
39668,164,163,65,174,1549,2115,2022-03-20,5.93,3,15445
39674,207,3206,81,89,1328,4911,2022-03-20,6.49,19,15446
39675,537,932,112,215,1944,3740,2022-03-20,7.29,24,15447
39676,176,473,68,135,867,1719,2022-03-20,6.93,10,15448
39677,18,40,4,44,199,305,2022-03-20,6.16,0,15449
39678,106,233,34,89,782,1244,2022-03-20,6.16,2,15450
39679,54,50,32,56,175,367,2022-03-20,7.65,5,15451
39681,3084,11122,893,1110,10326,26535,2022-03-20,7.65,352,15452
39685,3,21,1,20,35,80,2022-03-20,5.65,0,15455
39690,10,169,4,14,70,267,2022-03-20,5.65,0,15458
39691,2,19,3,19,32,75,2022-03-20,5.42,0,15459
39694,15,185,2,17,57,276,2022-03-20,5.42,0,15460
39697,9,184,6,34,103,336,2022-03-20,5.03,0,15462
39700,8,207,5,12,52,284,2022-03-20,6.25,0,15464
39701,49938,410559,14681,46459,83480,605117,2022-03-20,6.45,1332,15465
39703,4,265,4,10,59,342,2022-03-20,5.79,1,15466
39705,6747,63683,2356,881,30437,104104,2022-03-20,7.36,125,15468
39706,3,159,3,12,32,209,2022-03-20,5.42,1,15469
39707,12,196,5,26,113,352,2022-03-20,5.54,0,15470
39708,132,602,54,109,1395,2292,2022-03-20,5.19,2,15471
39709,138,732,91,62,1725,2748,2022-03-20,6.28,3,15472
39710,24477,135581,8072,14402,82861,265393,2022-03-20,6.91,1109,15473
39711,11,68,2,39,70,190,2022-03-20,5.76,0,15474
39714,2,190,2,12,28,234,2022-03-20,5.76,0,15475
39720,60,112,15,41,191,419,2022-03-20,5.72,1,15478
39721,117,2398,101,120,1599,4335,2022-03-20,5.72,13,15479
39722,15,223,12,17,1055,1322,2022-03-20,5.81,0,15480
39725,1684,3768,585,1405,6527,13969,2022-03-20,6.57,112,15481
39727,0,47,1,2,7,57,2022-03-20,7.41,0,15482
39730,5301,23187,2083,2822,18358,51751,2022-03-20,7.41,231,15484
39734,95,784,31,38,455,1403,2022-03-20,6.08,1,15486
39735,29,743,11,46,468,1297,2022-03-20,6.76,3,15487
39736,325,218,124,156,1759,2582,2022-03-20,6.33,5,15488
39741,5985,234365,2077,647,74652,317726,2022-03-20,8.41,1171,15490
39753,1947,18896,685,275,35440,57243,2022-03-20,7.32,237,15491
39754,60,40,17,39,155,311,2022-03-20,6.55,0,15492
39758,4,10,2,26,23,65,2022-03-20,6.55,0,15493
39759,3,15,3,32,34,87,2022-03-20,6.55,1,15494
39760,36,391,14,27,291,759,2022-03-20,6.55,0,15495
39761,825,15215,236,199,13447,29922,2022-03-20,7.45,242,15496
39762,11,97,7,48,100,263,2022-03-20,7.73,0,15497
39763,0,0,0,0,1653,1653,2022-03-20,7.73,2,15498
39764,303,5772,142,87,7313,13617,2022-03-20,7.73,83,15499
43875,0,0,0,0,0,0,2022-03-20,6.68,0,17683
39766,15,147,3,8,85,258,2022-03-20,6.68,1,15500
39767,55,246,19,52,273,645,2022-03-20,6.68,7,15501
39769,13,1429,4,24,118,1588,2022-03-20,6.78,4,15502
39778,5,35,4,22,47,113,2022-03-20,6.04,0,15503
39780,15,569,5,18,126,733,2022-03-20,6.04,0,15504
39781,11,120,1,16,48,196,2022-03-20,8.14,0,15505
39783,50188,359762,8136,6155,111499,535740,2022-03-20,8.14,10070,15507
39786,7,198,5,11,46,267,2022-03-20,5.34,0,15508
39799,8468,34403,2760,10077,26192,81900,2022-03-20,5.9,135,15514
39806,9050,21946,4409,6266,25213,66884,2022-03-20,7.39,307,15516
39808,9073,39451,2143,966,46079,97712,2022-03-20,8.41,776,15517
39810,56,375,25,56,489,1001,2022-03-20,6.01,0,15518
39812,7,159,2,10,33,211,2022-03-20,5.34,0,15520
39815,13,705,6,11,99,834,2022-03-20,6.1,0,15521
39818,0,0,0,0,0,0,2022-03-20,7.29,1,15522
44182,0,0,0,0,0,0,2022-03-20,7.29,0,17953
39819,2580,36668,850,335,16605,57038,2022-03-20,7.29,72,15523
39820,19,63,10,105,67,264,2022-03-20,6.53,1,15524
39823,170,180,26,77,541,994,2022-03-20,6.53,3,23202
39823,170,180,26,77,541,994,2022-03-20,6.59,3,23202
39827,7,57,2,28,47,141,2022-03-20,6.6,0,15527
39831,20,509,5,18,143,695,2022-03-20,6.6,0,15528
39836,876,9715,312,500,5632,17035,2022-03-20,5.95,11,15530
39839,23,34,11,67,101,236,2022-03-20,5.92,0,15531
39840,46,397,12,37,322,814,2022-03-20,5.92,0,15532
39841,7,161,2,16,62,248,2022-03-20,6.64,0,15533
39846,221,2936,106,96,3635,6994,2022-03-20,6.64,5,15534
39849,141,908,63,189,332,1633,2022-03-20,6.17,8,15535
39851,66,47,23,40,747,923,2022-03-20,4.99,0,15536
39854,9,123,1,14,38,185,2022-03-20,4.99,0,15537
39856,7,307,0,15,50,379,2022-03-20,4.99,1,15538
39861,3,106,0,12,22,143,2022-03-20,6.49,0,15541
39862,7,95,0,27,78,207,2022-03-20,6.49,0,15542
39864,753,844,330,173,2201,4301,2022-03-20,6.49,11,15543
39869,3,87,1,11,17,119,2022-03-20,5.63,0,15544
39872,17,586,3,20,116,742,2022-03-20,5.63,0,15546
39874,5,162,3,18,35,223,2022-03-20,5.25,0,15547
39875,53,1751,20,44,481,2349,2022-03-20,7.4,2,15548
39877,5,132,1,15,35,188,2022-03-20,6.38,0,15550
39884,135,1756,41,66,1242,3240,2022-03-20,6.38,4,15551
39885,21,275,11,34,223,564,2022-03-20,6.14,4,15552
39886,4,127,0,17,30,178,2022-03-20,5.85,0,15553
39888,3,141,2,16,38,200,2022-03-20,5.85,0,15554
39892,3,112,1,14,18,148,2022-03-20,5.85,0,15558
39893,704,1482,152,1133,1647,5118,2022-03-20,5.85,19,15559
39894,0,0,0,0,17668,17668,2022-03-20,3.21,43,15560
39895,3,61,2,19,24,109,2022-03-20,3.21,0,15561
39900,1,125,0,11,24,161,2022-03-20,3.21,0,15563
39906,17,50,8,44,101,220,2022-03-20,3.21,0,15566
44188,0,0,0,0,0,0,2022-03-20,3.21,0,17959
39925,3,94,0,10,18,125,2022-03-20,7.75,0,15579
39938,0,1,0,0,6135,6136,2022-03-20,7.75,6,15584
39939,3,133,1,9,24,170,2022-03-20,7.75,0,15585
39940,27216,388941,7244,6064,78385,507850,2022-03-20,7.75,1218,15586
39942,1968,6491,879,2237,8695,20270,2022-03-20,6.94,60,15587
39944,100,1809,45,51,994,2999,2022-03-20,6.81,2,15588
39947,5,120,2,11,28,166,2022-03-20,6.34,0,15589
39960,1033,9491,295,551,4677,16047,2022-03-20,6.34,6,15593
39979,282,400,248,455,2006,3391,2022-03-20,5.61,11,15601
39987,181,1736,101,98,2881,4997,2022-03-20,6.62,6,15602
39988,12931,146401,4358,3487,33000,200177,2022-03-20,7.37,232,15603
39990,3863,5272,1392,3951,14991,29469,2022-03-20,5.92,74,15605
39993,130,3106,100,102,1641,5079,2022-03-20,6.3,2,15607
39994,9,96,5,14,37,161,2022-03-20,7.02,0,15608
39995,566,5092,180,98,5326,11262,2022-03-20,7.02,12,15609
39996,5,232,1,16,33,287,2022-03-20,5.23,0,15610
39999,148,2155,93,155,1826,4377,2022-03-20,6.52,3,15612
40000,6,119,1,8,24,158,2022-03-20,5.39,0,15613
40002,13,235,4,27,84,363,2022-03-20,5.39,0,15615
40004,14163,177852,4232,4268,46404,246919,2022-03-20,7.35,649,15617
40031,875,7152,353,486,5096,13962,2022-03-20,6.41,29,15632
40033,9,215,6,26,63,319,2022-03-20,5.37,0,15633
40034,655,636,313,263,1999,3866,2022-03-20,5.94,4,15634
40035,31,389,15,42,492,969,2022-03-20,6.31,1,15635
40036,24,39,13,37,405,518,2022-03-20,7.46,1,15636
40037,23,41,13,38,347,462,2022-03-20,7.46,1,15637
40044,52,1549,30,64,1174,2869,2022-03-20,7.46,5,15640
40046,24004,145565,9727,11674,102917,293887,2022-03-20,7.86,2324,15642
40052,60271,259263,25697,14867,146539,506637,2022-03-20,8.28,7993,15643
40058,3,131,1,17,20,172,2022-03-20,8.45,0,15648
40059,9110,67579,2252,918,40567,120426,2022-03-20,8.45,1085,15649
40062,158,1395,31,64,326,1974,2022-03-20,7.03,4,15651
40063,0,0,0,0,0,0,2022-03-20,6.78,0,15652
40064,1158,36222,368,465,8039,46252,2022-03-20,6.78,50,15653
40074,5454,14114,1629,17160,22999,61356,2022-03-20,3.81,48,15656
40075,5471,15961,1989,4498,20976,48895,2022-03-20,6.17,237,15657
44233,0,0,0,0,307,307,2022-03-20,6.64,0,17978
40076,579,6072,231,157,6529,13568,2022-03-20,6.64,13,15658
40078,6,99,3,21,101,230,2022-03-20,8.13,0,15659
40082,477,15199,163,126,8652,24617,2022-03-20,7.83,130,15661
40083,1826,36979,612,383,13662,53462,2022-03-20,6.66,98,15662
40085,858,2819,388,1774,4399,10238,2022-03-20,5.77,7,15663
40087,3,26,3,27,44,103,2022-03-20,6.58,0,15664
40089,188,18,7,130,105,448,2022-03-20,6.58,0,15666
40090,34,77,16,47,162,336,2022-03-20,6.58,3,15667
40091,8,67,3,36,72,186,2022-03-20,6.58,0,15668
40097,494,802,178,135,1997,3606,2022-03-20,6.58,10,15670
40100,876,3886,283,306,4011,9362,2022-03-20,6.93,47,15671
40102,885,22182,272,354,13102,36795,2022-03-20,6.06,66,15672
40104,51,436,20,49,667,1223,2022-03-20,6.13,3,15674
40105,8,194,3,12,50,267,2022-03-20,5.16,0,15675
40106,8,172,2,15,36,233,2022-03-20,5.06,0,15676
40109,150,741,74,76,2160,3201,2022-03-20,7.1,3,15678
40111,407,6607,119,134,3898,11165,2022-03-20,7.63,50,15679
40121,78,69,19,88,598,852,2022-03-20,7.18,1,15682
40124,52,197,30,46,876,1201,2022-03-20,7.18,0,15683
40128,9750,53857,4055,7487,34072,109221,2022-03-20,7.18,285,15684
40129,659,363,232,678,1958,3890,2022-03-20,5.73,4,15685
40134,405,4389,157,103,3737,8791,2022-03-20,7.02,14,15686
40136,1902,6539,852,3023,5875,18191,2022-03-20,6.57,38,15687
40137,459,1618,198,1002,2875,6152,2022-03-20,5.55,12,15688
40139,8,214,5,15,96,338,2022-03-20,6.23,0,15689
40141,21,23,7,69,73,193,2022-03-20,5.27,0,15691
40142,7,59,6,62,83,217,2022-03-20,5.27,0,15692
40147,23,740,11,32,244,1050,2022-03-20,5.95,0,15695
40148,3031,15371,1387,3457,16130,39376,2022-03-20,6.79,195,15696
40152,148,1262,84,93,1231,2818,2022-03-20,6.62,4,15698
40154,517,5698,266,364,3576,10421,2022-03-20,6.53,12,15700
40155,42,18,28,38,72,198,2022-03-20,6.47,0,15701
40156,198,2516,70,104,2501,5389,2022-03-20,6.47,5,15702
40157,264,1811,80,136,1739,4030,2022-03-20,6.29,5,15703
40158,10,196,3,19,52,280,2022-03-20,5.67,0,15704
40159,7,157,1,18,44,227,2022-03-20,5.71,0,15705
40171,13,198,1,18,78,308,2022-03-20,5.71,2,15711
40172,10,644,5,13,74,746,2022-03-20,6.63,1,15712
40174,19108,70226,4654,3632,73356,170976,2022-03-20,8.04,1234,15713
40176,475,15513,156,120,5414,21678,2022-03-20,6.51,28,15714
40178,1570,9967,674,2400,5657,20268,2022-03-20,6.39,18,15715
40179,48,739,30,66,419,1302,2022-03-20,6.19,2,15716
40180,64,1149,9,42,490,1754,2022-03-20,6.26,1,15717
40181,94,2043,67,109,1125,3438,2022-03-20,5.93,9,15718
40182,3,56,4,47,62,172,2022-03-20,6.15,0,15719
40188,10,26,7,20,31,94,2022-03-20,6.15,0,15720
40194,86,779,17,18,464,1364,2022-03-20,6.15,4,15722
40196,3478,11850,1293,4335,13188,34144,2022-03-20,5.69,32,15723
40197,393,2885,151,742,893,5064,2022-03-20,6.06,31,15724
40200,13,876,8,18,149,1064,2022-03-20,6.67,3,15725
40202,6,197,2,18,44,267,2022-03-20,5.7,0,15726
40205,9,122,2,14,86,233,2022-03-20,7.17,0,15728
40206,1220,43891,514,208,11129,56962,2022-03-20,7.17,48,15729
40208,270,708,87,148,1581,2794,2022-03-20,6.6,8,15730
40211,716,5563,193,160,8020,14652,2022-03-20,8.26,211,15733
40221,70705,509653,15354,21903,126182,743797,2022-03-20,7.58,5463,15735
40222,13,533,6,19,118,689,2022-03-20,5.46,0,15736
40228,662,7914,292,436,3119,12423,2022-03-20,6.6,27,15738
40230,4663,23228,2186,4007,22246,56330,2022-03-20,7.19,228,15739
40233,589,1561,158,233,2503,5044,2022-03-20,6.61,15,15740
40237,9,178,1,19,63,270,2022-03-20,5.07,0,15741
40239,745,22163,208,421,4662,28199,2022-03-20,5.92,54,15743
40244,4,79,7,22,87,199,2022-03-20,7.24,1,15745
40245,73,1828,27,37,1143,3108,2022-03-20,7.24,6,15746
40246,150,2134,62,58,1820,4224,2022-03-20,7.17,15,15747
40249,242,71,19,117,515,964,2022-03-20,6.01,5,15748
40250,16,185,19,39,291,550,2022-03-20,6.01,0,15749
40251,35,397,30,35,522,1019,2022-03-20,6.33,1,15750
40254,1928,14078,572,1390,11886,29854,2022-03-20,6.15,110,15752
40255,4,146,4,9,25,188,2022-03-20,6.44,1,15753
40256,2174,20733,1193,2556,8074,34730,2022-03-20,6.44,81,15754
40266,581,1673,204,391,1909,4758,2022-03-20,6.99,20,15756
40267,1405,1594,431,1015,13893,18338,2022-03-20,5.97,63,15757
40280,362,4162,203,105,4419,9251,2022-03-20,6.48,6,15761
40282,9,903,6,36,92,1046,2022-03-20,3.7,0,15762
40283,5,166,5,12,37,225,2022-03-20,6.05,0,15763
40286,9,345,7,14,43,418,2022-03-20,6.31,0,15764
40288,5,123,3,9,17,157,2022-03-20,6.41,0,15765
40292,14,794,8,33,139,988,2022-03-20,6.41,1,15767
40294,16,677,11,32,126,862,2022-03-20,6.37,1,15769
40297,5,116,3,8,24,156,2022-03-20,6.71,0,15771
40298,463,8074,187,271,5688,14683,2022-03-20,6.71,17,15772
40299,9,49,6,24,56,144,2022-03-20,5.0,0,15773
40301,8,102,7,25,122,264,2022-03-20,5.0,0,15774
40302,11,113,6,20,85,235,2022-03-20,5.0,0,15775
40312,7,731,6,15,39,798,2022-03-20,5.0,5,15777
40314,444,9373,171,144,11279,21411,2022-03-20,7.45,79,15779
40315,288,3959,196,254,6566,11263,2022-03-20,6.71,23,15780
40316,19,7,8,50,75,159,2022-03-20,5.03,0,15781
40320,649,1800,172,916,4183,7720,2022-03-20,5.03,8,15782
40321,102,599,104,81,3081,3967,2022-03-20,6.62,8,15783
40323,642,5419,220,162,6240,12683,2022-03-20,7.45,17,15784
40327,1039,832,434,564,3289,6158,2022-03-20,7.0,21,15785
40331,147,2844,70,75,3716,6852,2022-03-20,7.55,79,15787
40333,2,1,2,0,64258,64263,2022-03-20,6.31,234,15789
40334,177,2842,171,152,2603,5945,2022-03-20,6.31,1,15790
40335,260,622,110,97,5479,6568,2022-03-20,5.44,6,15791
40338,11,577,3,15,92,698,2022-03-20,5.44,1,15792
40340,52,528,20,45,535,1180,2022-03-20,5.73,0,15793
40341,7,137,6,15,96,261,2022-03-20,6.91,0,15794
40342,5,77,10,51,99,242,2022-03-20,6.91,0,15795
40344,11,1359,2,17,73,1462,2022-03-20,6.91,5,15796
40348,33,644,18,39,264,998,2022-03-20,5.49,5,15800
40349,2,153,5,11,37,208,2022-03-20,7.17,0,15801
40350,5,149,3,14,65,236,2022-03-20,7.17,1,15802
40351,33007,3,8370,6299,13085,60764,2022-03-20,7.17,409,15803
40353,3,158,3,10,31,205,2022-03-20,5.4,0,15805
40357,6,1,10,4,204251,204272,2022-03-20,6.73,2011,15807
40364,3,91,2,11,18,125,2022-03-20,6.73,0,15813
40369,394,5188,120,162,3198,9062,2022-03-20,6.73,9,15818
40372,655,13849,435,416,9214,24569,2022-03-20,7.82,56,15819
40373,2,113,3,8,19,145,2022-03-20,7.07,0,15820
40377,12,149,12,33,257,463,2022-03-20,7.07,4,15823
40383,4,107,1,15,32,159,2022-03-20,7.07,0,15826
40385,6,140,1,37,60,244,2022-03-20,7.07,0,15827
40389,129,266,61,29,3492,3977,2022-03-20,7.07,11,15829
40392,8324,52708,3339,4282,38788,107441,2022-03-20,7.6,354,15830
40393,26,0,20,42,97,185,2022-03-20,5.06,0,15831
40407,2,32,4,21,45,104,2022-03-20,5.06,0,15838
40408,2,31,4,24,44,105,2022-03-20,5.06,0,15839
40412,7,271,0,43,65,386,2022-03-20,5.06,0,15841
40414,9,254,4,9,34,310,2022-03-20,5.89,0,15842
40415,4,103,3,7,49,166,2022-03-20,7.55,0,15843
40416,2102,38969,788,266,40233,82358,2022-03-20,7.55,459,15844
40417,43605,214574,12331,5527,102835,378872,2022-03-20,8.57,4810,15845
40429,284,8851,145,92,7355,16727,2022-03-20,7.7,75,15850
40430,8,163,1,27,39,238,2022-03-20,4.97,0,15851
40434,6188,14200,765,437,30299,51889,2022-03-20,8.71,1156,15853
40435,2789,6889,574,388,7181,17821,2022-03-20,8.18,182,15854
40436,18103,74737,4089,18701,39467,155097,2022-03-20,5.49,646,15855
40437,36,50,14,44,132,276,2022-03-20,5.83,2,15856
40438,623,1280,241,475,2506,5125,2022-03-20,5.83,8,15857
40441,5,164,3,16,23,211,2022-03-20,4.99,0,15860
40442,12,395,3,14,65,489,2022-03-20,5.59,0,15861
40452,4,118,3,11,38,174,2022-03-20,7.45,0,15862
40454,46397,279468,12120,10223,107889,456097,2022-03-20,7.45,1634,15864
40455,4,28,4,21,41,98,2022-03-20,8.7,1,15865
40456,19303,843839,3173,1189,198933,1066437,2022-03-20,8.7,11090,15866
40459,82,119,36,66,928,1231,2022-03-20,6.82,0,15867
40460,370,6672,150,106,7158,14456,2022-03-20,6.82,33,15868
40463,2,91,1,13,20,127,2022-03-20,6.32,0,15870
40464,124,627,40,67,1356,2214,2022-03-20,6.32,0,15871
40465,122,3201,72,84,2180,5659,2022-03-20,6.87,2,15872
40469,21,532,26,24,208,811,2022-03-20,5.97,2,15874
40473,236,562,89,538,2881,4306,2022-03-20,4.33,3,15875
40474,5,172,2,13,40,232,2022-03-20,5.97,0,15876
40476,10,262,2,13,96,383,2022-03-20,5.85,0,15878
40477,238,3404,87,129,3098,6956,2022-03-20,5.88,4,15879
40478,8,79,8,32,76,203,2022-03-20,6.15,0,15880
40479,6,67,3,29,47,152,2022-03-20,6.15,1,15881
40480,50,1676,19,48,481,2274,2022-03-20,6.15,9,15882
40482,11,57,4,32,81,185,2022-03-20,7.01,0,15883
40483,13908,102751,4138,8010,38366,167173,2022-03-20,7.01,459,15884
40484,20,61,12,35,136,264,2022-03-20,7.0,0,15885
